wr_returned_date_sk|wr_returned_time_sk|wr_item_sk|wr_refunded_customer_sk|wr_refunded_cdemo_sk|wr_refunded_hdemo_sk|wr_refunded_addr_sk|wr_returning_customer_sk|wr_returning_cdemo_sk|wr_returning_hdemo_sk|wr_returning_addr_sk|wr_web_page_sk|wr_reason_sk|wr_order_number|wr_return_quantity|wr_return_amt|wr_return_tax|wr_return_amt_inc_tax|wr_fee|wr_return_ship_cost|wr_refunded_cash|wr_reversed_charge|wr_account_credit|wr_net_loss
2452249|24655|1533|2326|56003|3920|1517|2326|56003|3920|1517|1|1|5815|3|411.45|12.34|423.79|28.29|119.43|12.34|247.44|151.67|160.06
2452139|53204|1628|2951|155677|3956|1882|2951|155677|3956|1882|5|2|5818|4|3.44|0.06|3.50|95.49|0.60|2.64|0.36|0.44|96.15
2451994|62484|1543|2614|163954|3792|3070|2614|163954|3792|3070|1|1|5818|7|168.28|10.09|178.37|98.13|84.14|47.11|88.45|32.72|192.36
2452059|67863|1643|6358||3898||6358|||621||3|5818|6|8.16|0.57|8.73|18.43|117.48||3.07|0.77|
2451719|77329|1573|9506|127243|2681|4719|9506|127243|2681|4719|1|3|5819|55|109.45|2.18|111.63|7.67|78.10|5.47|61.34|42.64|87.95
2451117|49066|1342|8557|187730|5943|3236|8557|187730|5943|3236|2|3|5820|2|20.34|0.40|20.74|73.04|59.66|16.67|2.01|1.66|133.10
2451317|64554|79|5939|113623|2940|4417|5939|113623|2940|4417|4|3|5820|3|40.44|1.61|42.05|3.30|28.89|22.64|7.29|10.51|33.80
2451262|24062|1075|9201|38459|4084|2349|9201|38459|4084|2349|2|1|5820|7|82.67|1.65|84.32|4.47|69.93|57.04|3.07|22.56|76.05
2452579|538|637|802|118014|1419|4351|802|118014|1419|4351|3|3|5821|9|63.00|1.26|64.26|29.37|245.16|33.39|5.03|24.58|275.79
2452706|15923|1146|1737|175977|3419|4188|1737|175977|3419|4188|6|3|5822|36|3471.84|243.02|3714.86|18.95|47.52|3124.65|347.19|0.00|309.49
2452694|35921|1212|1144|29091|1518|1705|1144|29091|1518|1705|3|3|5822|5|29.40|0.00|29.40|96.75|58.85|4.41|5.49|19.50|155.60
2452598|68154|1248|4363|177086|2929|3365|4363|177086|2929|3365|1|2|5823|11|411.29|0.00|411.29|81.21|543.95|259.11|12.17|140.01|625.16
2452596|25836|276|8735|184540|2392|3397|8735|184540|2392|3397|6|1|5823|34|2030.14|142.10|2172.24|23.35|354.28|1136.87|741.41|151.86|519.73
2451213|22612|1124|3653|125685|1957|1909|3653|125685|1957|1909|2|2|5825|22|112.64|1.12|113.76|87.96|173.36|95.74|9.80|7.10|262.44
2451223|62879|850|5091|47066|5714|3449|5091|47066|5714|3449|2|1|5825|57|107.73|1.07|108.80|35.58|70.11|77.56|14.17|16.00|106.76
2452736|70198|511|||5737||5260|||||1|5827|||||26.29||352.79|66.53||305.61
2452679|71460|531|4141|168737|5046|4675|4141|168737|5046|4675|6|2|5828|11|573.32|11.46|584.78|64.07|333.30|493.05|28.89|51.38|408.83
2452537|66777|120|4672|86319|2253|2867|4672|86319|2253|2867|1|1|5828|1|8.77|0.17|8.94|10.39|23.81|8.50|0.19|0.08|34.37
2451902|66492|1358|6886|7185|2091|1070|6886|7185|2091|1070|5|1|5829|5|301.15|9.03|310.18|49.69|45.00|258.98|18.97|23.20|103.72
2451863|20430|1661|5282|32085|4488|2644|5282|32085|4488|2644|2|3|5829|9|777.60|38.88|816.48|29.51|607.50|171.07|212.28|394.25|675.89
2452470|46796|381|947|26031|5228|792|947|26031|5228|792|1|2|5830|48|9560.16|860.41|10420.57|59.00|336.96|669.21|2400.55|6490.40|1256.37
2452253|75308|1335|5502|78505|1235|3725|5502|78505|1235|3725|3|3|5830|5|56.50|3.39|59.89|87.80|45.50|55.93|0.36|0.21|136.69
2452483|55929|129|5229|143607|5585|4163|5229|143607|5585|4163|5|1|5831|1|186.35|1.86|188.21|93.66|15.52|91.31|12.35|82.69|111.04
2452541|36782|53|2047|66149|1498|1000|2047|66149|1498|1000|1|2|5831|4|630.84|18.92|649.76|29.84|361.80|75.70|455.21|99.93|410.56
2452400|23356|17|7978|130539|1293|2774|7978|130539|1293|2774|1|3|5831|6|346.44|13.85|360.29|44.78|209.04|207.86|130.26|8.32|267.67
2451993|43752|665|6290|104407|2364|1601|6290|104407|2364|1601|2|2|5832|47|375.06|30.00|405.06|32.54|1167.95|22.50|151.60|200.96|1230.49
2452125|69392|350|6913|148319|12|3338|6913|148319|12|3338|2|2|5832|13|475.02|42.75|517.77|84.38|284.96|384.76|56.86|33.40|412.09
2450941||1472||53884|3360|||53884|3360||||5834||441.42||454.66|91.92|||5.03||
2451115|35867|1298|9039|18813|2907|2794|9039|18813|2907|2794|4|1|5834|7|1235.22|0.00|1235.22|76.54|100.52|209.98|768.93|256.31|177.06
2452254|40746|1369|4514|7540|3446|2512|4514|7540|3446|2512|5|2|5835|1|13.23|1.19|14.42|3.19|1.47|5.02|0.08|8.13|5.85
||777|129|37256||2397||37256|||||5835|18||29.03|2932.61||0.00|1132.39|531.35|1239.84|
2452065|69983|1503|3760|7251|2342|986|3760|7251|2342|986|3|1|5835|9|473.31|33.13|506.44|2.36|60.66|4.73|463.89|4.69|96.15
2452138|45808|1413|168|93590|885|4467|168|93590|885|4467|1|1|5835|5|442.25|0.00|442.25|78.44|128.35|234.39|70.67|137.19|206.79
2451366|63996|1726|1062|25015|6775|3208|1062|25015|6775|3208|1|3|5837|73|89.79|6.28|96.07|49.06|100.74|17.06|26.18|46.55|156.08
2452070|56047|734|1085|15916|907|2171|1085|15916|907|2171|5|2|5838|10|78.60|5.50|84.10|51.41|107.60|1.57|33.89|43.14|164.51
2452207|43616|1321|7634|143178|5362|2873|7634|143178|5362|2873|1|3|5838|12|1227.48|110.47|1337.95|52.49|1076.76|687.38|64.81|475.29|1239.72
2452899|44499|318|5190|136565|4307|642|5190|136565|4307|642|6|3|5839|57|10309.02|721.63|11030.65|67.68|4766.34|2886.52|6606.02|816.48|5555.65
2452615|63299|834|6076|142400|4531|3935|6076|142400|4531|3935|6|2|5841|10|1037.50|10.37|1047.87|77.34|463.10|41.50|9.96|986.04|550.81
2451295|31051|1090|5551|146354|4600|1406|5551|146354|4600|1406|4|2|5843|2|187.54|5.62|193.16|92.05|55.30|140.65|39.85|7.04|152.97
2451312|41399|1549|8208|156630|4252|4874|8208|156630|4252|4874|2|1|5843|22|1177.22|94.17|1271.39|82.73|479.60|588.61|253.10|335.51|656.50
2451387|26175|148|9522|15870|5705|1020|9522|15870|5705|1020|2|2|5846|57|630.42|18.91|649.33|97.95|1365.72|283.68|312.06|34.68|1482.58
2451219|70509|1789|647|56496|5185|1794|647|56496|5185|1794|4|3|5847|28|64.96|1.94|66.90|44.51|56.56|35.07|4.18|25.71|103.01
2451278|19512|730|1690|31874|6778|1675|1690|31874|6778|1675|4|3|5847|47|9506.22|665.43|10171.65|23.24|1632.31|5608.66|1013.36|2884.20|2320.98
||1510|||4963||||4963||1|3|5847|61|||5757.91||333.06|4958.20||14.93|794.10
2452779|42935|9|4429|188362|5495|981|4429|188362|5495|981|3|2|5848|13|1543.49|108.04|1651.53|78.15|52.26|355.00|439.74|748.75|238.45
2452713|66826|639|7792|44208|1744|4567|7792|44208|1744|4567|1|1|5848|7|11.13|0.77|11.90|15.50|49.21|9.23|0.76|1.14|65.48
2452588|72167|1230|4750|16755|6360|765|4750|16755|6360|765|3|2|5849|11|14.19|0.56|14.75|36.12|192.39|9.50|2.57|2.12|229.07
2452011|71836|848|2545|181570|3042|3667|2545|181570|3042|3667|1|3|5850|1|179.17|5.37|184.54|21.41|40.61|141.54|2.25|35.38|67.39
2451892|43272|617|1708|154132|4762|4119|1708|154132|4762|4119|1|3|5850|19|763.99|0.00|763.99|17.84|1236.90|175.71|147.07|441.21|1254.74
2452745|29696|619|5802|128162|4235|1675|5802|128162|4235|1675|6|1|5851|33|888.03|17.76|905.79|32.45|289.08|816.98|35.52|35.53|339.29
2452564|74399|396|9941|13540|2716|2819|9941|13540|2716|2819|3|2|5852|3|93.69|3.74|97.43|10.99|18.33|74.95|5.43|13.31|33.06
|12980|1323|6745|||4460|||||1|3|5853|1|||82.88||53.71||||100.63
2452383|38944|1401|5210|105627|5200|2893|5210|105627|5200|2893|5|1|5853|75|1177.50|58.87|1236.37|95.66|33.00|482.77|562.73|132.00|187.53
2452615|44688|421|3037|51119|1554|2636|3037|51119|1554|2636|1|1|5854|4|0.00|0.00|0.00|67.64|63.48|0.00|0.00|0.00|131.12
2451431|79253|1202|7817|118342|1907|4105|7817|118342|1907|4105|2|1|5856|50|2185.50|109.27|2294.77|81.65|828.00|677.50|226.20|1281.80|1018.92
2451427|66195|1603|269|66189|5822|3822|269|66189|5822|3822|4|2|5859|20|403.60|36.32|439.92|26.30|132.80|44.39|104.17|255.04|195.42
2451547|75515|1204|2383|102958|5660|2475|2383|102958|5660|2475|2|3|5860|3|190.29|11.41|201.70|8.38|96.75|112.27|38.22|39.80|116.54
2452628|71221|984|4279|121457|6189|434|4279|121457|6189|434|6|1|5861|52|105.04|2.10|107.14|50.80|3903.12|8.40|35.75|60.89|3956.02
2452430|15344|1097|6253|93936|499|869|6253|93936|499|869|1|3|5863|58|3879.62|77.59|3957.21|37.33|2115.84|2599.34|320.07|960.21|2230.76
2451108|17223|118|9538|185052|3639|3313|9538|185052|3639|3313|1|2|5864|4|26.28|2.10|28.38|66.77|14.76|18.92|0.29|7.07|83.63
2451033|75144|934|6248|80148|3055|2635|6248|80148|3055|2635|4|3|5865|31|807.86|48.47|856.33|78.50|195.30|331.22|362.24|114.40|322.27
2451091|23118|889|9110|78690|5622|234|9110|78690|5622|234|4|1|5865|24|1332.48|66.62|1399.10|28.66|1006.56|612.94|316.59|402.95|1101.84
2451017|59121|1081|2658|85482|4946|2890|2658|85482|4946|2890|1|1|5865|1|99.80|0.00|99.80|17.71|46.78|21.95|29.58|48.27|64.49
2451356|61013|445|9925|114897|5789|1521|9925|114897|5789|1521|4|3|5866|61|5302.73|265.13|5567.86|11.69|361.12|3924.02|330.89|1047.82|637.94
2452749|50729|1380|985|77122|3706|1643|985|77122|3706|1643|6|2|5867|75|2887.50|231.00|3118.50|95.37|507.00|2800.87|50.24|36.39|833.37
2452657|58970|444|1847|171944|2281|1651|1847|171944|2281|1651|3|3|5867|18|1168.38|0.00|1168.38|40.10|384.48|432.30|721.35|14.73|424.58
2451034|63687|565|7141|30011|4881|1551|7141|30011|4881|1551|2|3|5868|18|46.98|1.87|48.85|69.38|21.96|4.69|41.02|1.27|93.21
2450963|48692|1046|8551|23650|2429|3921|8551|23650|2429|3921|1|1|5868|14|122.36|8.56|130.92|14.56|164.92|64.85|47.73|9.78|188.04
2452708||751||59401||||||1191||2|5869|||1.49|51.44|83.41|24.90|||0.66|109.80
2452959|35128|1647|2774|182519|1864|2209|2774|182519|1864|2209|3|2|5869|12|212.88|0.00|212.88|98.30|81.12|170.30|26.39|16.19|179.42
2451263|56393|253|856|53492|1775|611|856|53492|1775|611|2|1|5870|43|1842.12|18.42|1860.54|79.17|654.89|55.26|1554.56|232.30|752.48
2451197|52018|1340|9977|174069|2034|486|9977|174069|2034|486|1|2|5870|7|683.48|27.33|710.81|2.32|245.63|321.23|246.33|115.92|275.28
2451283|59222|925|9142|123348|4914|2000|9142|123348|4914|2000|2|2|5872|45|6140.70|491.25|6631.95|83.18|2790.90|0.00|1350.95|4789.75|3365.33
2451723|59821|331|6614|27787|2927|1660|6614|27787|2927|1660|2|3|5873|48|3736.80|336.31|4073.11|86.68|3418.56|1233.14|1702.48|801.18|3841.55
2451258|58290|1472|4439|94484|6816|381|4439|94484|6816|381|1|1|5874|48|4353.60|0.00|4353.60|77.97|2759.04|2220.33|1407.95|725.32|2837.01
2451281|13159|499|3318|26920|4715|237|3318|26920|4715|237|4|3|5877|66|3287.46|32.87|3320.33|19.57|1125.96|788.99|874.46|1624.01|1178.40
2451748|78515|926|7410|7944|1725|4906|7410|7944|1725|4906|2|2|5878|1|0.75|0.00|0.75|67.31|0.12|0.40|0.21|0.14|67.43
||1504|6354|174432||||||2995|4||5880|70|18229.40|729.17||50.11|6562.50|7656.34|4863.60|5709.46|
|33307|1626|5225||2528|556||93053|||||5882|9|469.17|4.69|473.86||215.19||63.05|199.69|
2452576|16032|819|1865|110562|2139|2276|1865|110562|2139|2276|1|2|5884|6|38.46|2.30|40.76|4.39|85.08|8.84|18.36|11.26|91.77
2452454|23516|1513|8627|24794|5521|2721|8627|24794|5521|2721|5|1|5884|6|151.08|0.00|151.08|23.89|154.86|1.51|136.10|13.47|178.75
2451401|23830|1432|4430|79655|4033|2058|4430|79655|4033|2058|2|3|5885|24|3533.52|212.01|3745.53|89.82|1709.76|1342.73|547.69|1643.10|2011.59
2451987|32522|1399|9347|159729|6431|2973|9347|159729|6431|2973|2|2|5886|40|1410.00|84.60|1494.60|39.97|464.80|902.40|284.25|223.35|589.37
2452117|29990|175|716|134711|4913|1035|716|134711|4913|1035|5|2|5887|16|572.16|11.44|583.60|93.18|20.64|160.20|374.88|37.08|125.26
2451627|48833|625|8902|72079|5336|2200|8902|72079|5336|2200|2|3|5888|7|637.56|0.00|637.56|23.12|12.46|114.76|104.56|418.24|35.58
2451619|42436|94|3701|191742|5976|4337|3701|191742|5976|4337|4|1|5888|9|76.23|3.04|79.27|98.08|305.10|6.86|35.37|34.00|406.22
2452346|58371|1417|2276|126930|1913|3216|2276|126930|1913|3216|5|1|5889|13|11.96|0.47|12.43|57.64|0.91|7.17|1.82|2.97|59.02
2452645|51813|297|4411|28414|7090|4053|4411|28414|7090|4053|3|2|5890|59|6001.48|60.01|6061.49|69.48|110.92|4561.12|993.84|446.52|240.41
2451514|67966|499|691|118626|6194|2369|691|118626|6194|2369|4|3|5891|7|540.33|0.00|540.33|5.21|263.55|0.00|194.51|345.82|268.76
2451498|73723|1412|8376|75202|108|3374|8376|75202|108|3374|1|1|5891|16|1071.84|21.43|1093.27|27.47|785.92|139.33|130.55|801.96|834.82
2452850|71335|709|4714|57493|6799|65|4714|57493|6799|65|1|2|5892|65|2133.30|42.66|2175.96|44.20|1623.05|42.66|83.62|2007.02|1709.91
2452047|22598|1586|536|101635|1341|4320|536|101635|1341|4320|5|3|5893|23|437.00|13.11|450.11|69.56|69.00|139.84|20.80|276.36|151.67
2452796|21002|523|8850|62847|44|4794|8850|62847|44|4794|6|1|5894|11|947.32|75.78|1023.10|11.82|847.66|255.77|504.83|186.72|935.26
2452649|53436|78|1104|50300|4376|3812|1104|50300|4376|3812|1|1|5894|21|1406.79|112.54|1519.33|14.73|408.87|1167.63|40.65|198.51|536.14
2451907|2420|1361|1195|55441|5000|2279|1195|55441|5000|2279|1|1|5895|52|502.84|20.11|522.95|53.85|774.28|226.27|135.51|141.06|848.24
2451794|22021|536|7898|167874|6250|2673|7898|167874|6250|2673|4|1|5897|9|151.20|0.00|151.20|92.04|207.90|104.32|22.03|24.85|299.94
2452346|73521|1091|105|135254|2083|1119|105|135254|2083|1119|3|3|5898|32|0.00|0.00|0.00|46.27|241.92|0.00|0.00|0.00|288.19
2452783|39633|1719|2660|11968|6283|2471|2660|11968|6283|2471|6|3|5899|61|6090.24|365.41|6455.65|16.02|146.40|4811.28|972.00|306.96|527.83
2452643|71551|1443|1546|179021|1856|1058|1546|179021|1856|1058|6|2|5899|12|732.48|14.64|747.12|3.67|106.08|36.62|334.01|361.85|124.39
2452802|40697|1417|8602|176264|1799|4421|8602|176264|1799|4421|1|2|5899|10|163.20|8.16|171.36|87.27|133.50|76.70|40.65|45.85|228.93
2452603|29007|1611|4671|181137|2803|2516|4671|181137|2803|2516|3|3|5901|67|10256.36|307.69|10564.05|9.26|4968.05|3076.90|5958.95|1220.51|5285.00
||59|44||6412|||96788|6412||3||5901||1412.66||1525.67|99.27|||||
2452427|29817|1603|7474|99976|6158|1500|7474|99976|6158|1500|1|1|5901|11|729.41|21.88|751.29|3.96|285.01|452.23|227.28|49.90|310.85
2451409|69322|1015|4573|17311|962|533|4573|17311|962|533|2|3|5902|7|1047.90|20.95|1068.85|37.34|79.73|398.20|45.47|604.23|138.02
2451677|32461|778|3107|162865|2913|1528|3107|162865|2913|1528|4|2|5904|31|4170.12|166.80|4336.92|58.42|1302.93|4170.12|0.00|0.00|1528.15
2451775|66318|775|5654|189253|565|3597|5654|189253|565|3597|2|3|5904|17|1719.89|85.99|1805.88|38.95|1083.75|1272.71|53.66|393.52|1208.69
2451915|33885|2|5994|73854|1907|440|5994|73854|1907|440|1|1|5906|50|4095.00|122.85|4217.85|27.79|292.50|1269.45|1836.60|988.95|443.14
2451559|46971|1682|1872|133158|6611|3897|1872|133158|6611|3897|4|2|5908|1|1.97|0.11|2.08|59.79|1.58|0.76|1.19|0.02|61.48
2451561|3413|4|7571|156843|355|2747|7571|156843|355|2747|1|1|5909|24|13.68|1.09|14.77|35.63|289.68|12.17|0.16|1.35|326.40
||1718||||80|1101|||80||1|5909|||3.01|78.45||||11.80|5.56|76.02
2451485|75875|1520|6464|13339|4167|1242|6464|13339|4167|1242|4|1|5909|19|235.41|18.83|254.24|92.52|19.95|157.72|60.59|17.10|131.30
2452384|31083|429|8891|1816|3486|3909|8891|1816|3486|3909|1|3|5912|2|227.34|11.36|238.70|98.84|118.72|97.75|88.12|41.47|228.92
2452514|66604|997|8700|167634|4215|4349|8700|167634|4215|4349|1|1|5912|32|3648.96|218.93|3867.89|25.05|1459.52|1350.11|1999.99|298.86|1703.50
2452412|72459|693|4579|89653|6887|4841|4579|89653|6887|4841|1|1|5912|4|77.12|3.08|80.20|21.25|93.00|10.79|21.22|45.11|117.33
2452409|15939|199|4002|123804|999|2721|4002|123804|999|2721|3|3|5912|5|239.80|21.58|261.38|24.58|33.05|199.03|36.28|4.49|79.21
2451070|42095|1741|8172|93060|5788|4949|8172|93060|5788|4949|2|2|5914|8|170.08|10.20|180.28|54.49|65.84|83.33|52.05|34.70|130.53
2451145|63398|1492|7982|18496|3250|3637|7982|18496|3250|3637|2|3|5916|15|184.50|9.22|193.72|6.62|688.05|57.19|29.28|98.03|703.89
2451355|23508|1526|2477|18898|2199|4213|2477|18898|2199|4213|2|1|5916|66|3116.52|249.32|3365.84|25.68|699.60|1246.60|785.36|1084.56|974.60
2451761|56923|1622|8657|152283|3269|3375|8657|152283|3269|3375|1|1|5917|9|224.10|17.92|242.02|90.97|630.27|121.01|17.52|85.57|739.16
2451698|74748|767|6276|91918|5880|282|6276|91918|5880|282|2|3|5917|13|1196.00|95.68|1291.68|32.19|465.14|155.48|41.62|998.90|593.01
2451680|21517|1160|5973|161371|5889|4494|5973|161371|5889|4494|5|3|5917|25|3056.75|122.27|3179.02|18.63|1528.25|1192.13|391.57|1473.05|1669.15
2451893|50099|128|1181|68684|954|4017|1181|68684|954|4017|1|1|5918|53|6918.62|207.55|7126.17|2.54|234.26|6295.94|529.27|93.41|444.35
2451790|23668|1799|5953|177200|6734|3901|5953|177200|6734|3901|1|3|5918|2|45.38|0.00|45.38|33.96|8.32|40.84|3.35|1.19|42.28
2452816|36080|798||||3986|||4642||||5919|14||||75.06|119.28||||
2452772|59497|631|||3719|1215|7880|131656|3719||3||5919|70|2886.80|115.47|3002.27|19.44|1836.80|288.68||2182.43|1971.71
2452321|60089|1659|4506|170398|6803|3775|4506|170398|6803|3775|3|3|5924|19|1022.20|20.44|1042.64|52.13|140.03|235.10|236.13|550.97|212.60
2452833|46540|73|7127|85678|2516|187|7127|85678|2516|187|6|1|5925|69|4069.62|40.69|4110.31|39.42|84.18|1465.06|989.73|1614.83|164.29
2452685|79919|1122|1967|175414|2974|4101|1967|175414|2974|4101|1|2|5925|3|63.36|4.43|67.79|10.69|14.85|14.57|33.17|15.62|29.97
2451021|75527|1112|2754|148649|1344|1239|2754|148649|1344|1239|1|1|5926|19|1283.07|12.83|1295.90|53.30|1031.51|1154.76|6.41|121.90|1097.64
2452257|36383|695|2918|148362|1213|384|2918|148362|1213|384|3|1|5927|23|2381.42|95.25|2476.67|99.94|0.00|2286.16|45.72|49.54|195.19
2452376|42126|79|1533|92005|7150|2382|1533|92005|7150|2382|3|2|5929|66|2696.10|188.72|2884.82|62.90|1320.00|458.33|2237.77|0.00|1571.62
2452474|42578|801|2128|64282|5363|2757|2128|64282|5363|2757|5|3|5931|64|3249.28|162.46|3411.74|15.55|1344.00|1722.11|580.32|946.85|1522.01
2451258|6008|1148|1488|15161|5441|2194|1488|15161|5441|2194|1|1|5932|43|3751.75|0.00|3751.75|82.61|52.03|1012.97|2738.78|0.00|134.64
2451202|30656|466|5188|136229|2150|1231|5188|136229|2150|1231|2|2|5932|68|5381.52|107.63|5489.15|72.33|945.20|107.63|2636.94|2636.95|1125.16
2451212|8956|403|6169|89515|668|1541|6169|89515|668|1541|2|3|5933|37|476.56|42.89|519.45|50.98|476.56|266.87|201.30|8.39|570.43
2451078|72720|1204|5750|106974|438|4582|5750|106974|438|4582|4|2|5933|3|60.36|5.43|65.79|35.01|9.57|34.40|12.98|12.98|50.01
2452512|9735|1441|4206|134038|6157|309|4206|134038|6157|309|3|2|5934|7|57.54|1.15|58.69|41.23|32.90|56.38|0.74|0.42|75.28
2452486|18163|557|2533|166435|7137|1086|2533|166435|7137|1086|5|1|5934|29|192.85|7.71|200.56|89.51|37.70|13.49|130.93|48.43|134.92
||1750||173550||||173550||4140||1|5935|6|||||||||96.16
2451382|39006|634|9765|180681|3517|2346|9765|180681|3517|2346|4|1|5935|17|110.33|4.41|114.74|49.89|0.00|14.34|15.35|80.64|54.30
2451345|73397|110|3319|134634|3196|711|3319|134634|3196|711|4|1|5935|11|793.43|31.73|825.16|42.49|168.30|15.86|622.05|155.52|242.52
2451510|69272|542|4998|164100|915|850|4998|164100|915|850|1|2|5936|29|0.00|0.00|0.00|24.95|1675.33|0.00|0.00|0.00|1700.28
2451287|80874|1627|8544|15550|6316|1402|8544|15550|6316|1402|2|1|5936|12|128.04|1.28|129.32|74.96|33.96|53.77|0.74|73.53|110.20
2452286|70758|1771|5523|55203|5443|1450|5523|55203|5443|1450|1|3|5937|11|1542.09|15.42|1557.51|41.72|862.84|1017.77|246.43|277.89|919.98
2451608|72033|184|5618|189858|4498|938|5618|189858|4498|938|2|3|5938|42|1855.14|37.10|1892.24|9.78|0.00|909.01|737.98|208.15|46.88
2451785|28130|1564|8794|122277|3280|3370|8794|122277|3280|3370|1|1|5938|57|12669.39|253.38|12922.77|43.14|6130.35|10008.81|1942.22|718.36|6426.87
2451657|70180|19|8440|100279|1878|3150|8440|100279|1878|3150|2|1|5938|40|1857.60|55.72|1913.32|23.69|2357.60|1244.59|453.62|159.39|2437.01
2451402|75455|283|4294|3829|6004|3812|4294|3829|6004|3812|4|3|5939|2|152.80|13.75|166.55|64.95|86.26|7.64|56.61|88.55|164.96
2452851|29259|1761|6495|43731|7127|43|6495|43731|7127|43|3|2|5941|70|9191.70|183.83|9375.53|45.88|2646.00|0.00|459.58|8732.12|2875.71
2451598|7024|1628|6511|67795|6646|4737|6511|67795|6646|4737|1|3|5944|25|50.25|1.00|51.25|17.95|81.50|50.25|0.00|0.00|100.45
2451450|27980|1576|5959|101517|3748|2019|5959|101517|3748|2019|1|1|5945|50|40.50|1.62|42.12|64.94|30.00|4.86|21.02|14.62|96.56
2452665|34234|589|4383|153221|1659|2544|4383|153221|1659|2544|6|3|5947|60|3183.00|0.00|3183.00|46.21|3581.40|668.43|854.95|1659.62|3627.61
2452226|43712|1525|611|190918|4538|3325|611|190918|4538|3325|5|1|5949|22|1911.14|76.44|1987.58|81.80|490.60|630.67|1229.25|51.22|648.84
2452493|17449|319|1112|31351|4343|3135|1112|31351|4343|3135|5|3|5951|53|381.60|3.81|385.41|55.65|98.05|370.15|5.49|5.96|157.51
2452557|40652|225|2479|49903|207|3071|2479|49903|207|3071|3|3|5951|63|30.24|2.72|32.96|23.20|399.42|5.44|16.61|8.19|425.34
2452471|80960|691|2102|44020|2305|2983|2102|44020|2305|2983|5|1|5951|10|10.90|0.65|11.55|48.50|36.40|6.21|0.32|4.37|85.55
2452481|63548|3|2543|48902|1628|2547|2543|48902|1628|2547|3|2|5951|78|5609.76|0.00|5609.76|22.21|109.98|1682.92|3769.76|157.08|132.19
2452539|38278|647|959|112312|1538|3251|959|112312|1538|3251|3|3|5951|42|170.52|10.23|180.75|70.55|1422.54|66.50|100.89|3.13|1503.32
2452338|13739|1353|5283|182894|5326|958|5283|182894|5326|958|3|1|5952|4|619.88|30.99|650.87|90.81|357.32|229.35|148.40|242.13|479.12
2452118|40944|207|3880|25373|7186|3039|3880|25373|7186|3039|1|3|5952|11|76.89|0.00|76.89|27.11|743.60|0.76|29.69|46.44|770.71
2452208|51349|797|8151|50272|1433|2027|8151|50272|1433|2027|5|1|5956|27|349.38|6.98|356.36|32.12|625.59|97.82|251.56|0.00|664.69
2451447|76189|91|3166|35135|2177|906|3166|35135|2177|906|2|2|5959|3|504.48|10.08|514.56|24.58|185.85|459.07|18.61|26.80|220.51
2451467|65922|1018|8856|89911|2006|4334|8856|89911|2006|4334|1|3|5959|1|72.70|2.90|75.60|20.10|23.20|34.16|24.28|14.26|46.20
2451808|62178|1339|4283|7449|215|2934|4283|7449|215|2934|2|1|5961|32|56.32|5.06|61.38|6.84|648.32|27.03|12.00|17.29|660.22
2452083|43598|1597|4354|145276|5318|4553|4354|145276|5318|4553|5|3|5963|14|739.48|22.18|761.66|50.18|403.34|576.79|122.01|40.68|475.70
2452174|35223|733|7044|130468|3365|4949|7044|130468|3365|4949|3|2|5963|71|2666.76|53.33|2720.09|84.43|4444.60|133.33|836.03|1697.40|4582.36
2451957|46535|215||||589||111780|||||5964|9||49.37|754.79|||543.17|||
2451673|71112|1078|7907|100736|285|4921|7907|100736|285|4921|2|1|5965|4|111.28|5.56|116.84|87.03|11.96|44.51|40.72|26.05|104.55
2451659|82567|970|3498|27720|5062|2197|3498|27720|5062|2197|2|3|5967|63|4227.93|253.67|4481.60|67.66|667.17|338.23|2294.92|1594.78|988.50
2452757|32897|894|6847|110853|6172|3258|6847|110853|6172|3258|1|2|5968|17|716.89|21.50|738.39|76.60|368.05|451.64|114.05|151.20|466.15
2452709|63710|151|8513|98777|4674|3378|8513|98777|4674|3378|6|2|5968|15|551.85|11.03|562.88|43.54|838.80|386.29|94.36|71.20|893.37
2451763|63491|74|1231|26979|3047|3555|1231|26979|3047|3555|5|3|5969|28|456.40|31.94|488.34|51.56|272.16|18.25|113.91|324.24|355.66
2451879|14805|1219|9484|40124|2331|3131|9484|40124|2331|3131|5|1|5969|57|7313.67|146.27|7459.94|77.25|2954.88|6362.89|437.35|513.43|3178.40
2451621|67749|1204|5152|177017|3969|4201|5152|177017|3969|4201|2|2|5970|79|298.62|23.88|322.50|59.26|508.76|286.67|11.83|0.12|591.90
2452468|74725|1139|4617|74523|1869|4095|4617|74523|1869|4095|1|3|5972|1|118.72|4.74|123.46|93.71|37.92|48.67|45.53|24.52|136.37
2452378|47249|725|3491|43841|6031|148|3491|43841|6031|148|3|2|5974|45|1963.35|157.06|2120.41|52.49|517.95|1786.64|113.09|63.62|727.50
